amount,hour,category,distance_from_home_km,txns_last_24h,is_foreign,card_present,fraud_probability,actual_fraud
122.36,9,grocery,30.2,1,0,1,0.046,0
15.49,19,grocery,5.9,2,0,1,0.1115,0
9.96,19,restaurant,0.1,1,0,1,0.0654,0
118.0,10,fuel,1.1,0,0,1,0.058,0
50.0,16,fuel,0.3,2,0,1,0.0637,0
100.65,22,grocery,15.4,3,0,1,0.1067,0
155.06,20,online_retail,3.9,1,0,1,0.0818,0
70.48,12,fuel,4.7,0,0,1,0.0963,0
157.05,14,online_retail,9.9,1,0,0,0.0822,0
58.42,17,fuel,36.6,3,0,0,0.0764,0
75.88,18,restaurant,37.3,1,0,1,0.166,0
88.0,0,online_retail,12.9,5,0,0,0.9569,1
153.52,22,restaurant,32.8,1,0,1,0.1016,0
16.39,15,restaurant,16.8,1,0,1,0.11,0
26.15,12,grocery,19.7,1,0,1,0.1357,0
35.1,22,restaurant,31.3,0,0,1,0.0504,0
78.42,19,online_retail,25.8,0,0,0,0.1272,0
70.01,12,grocery,13.4,1,0,1,0.0846,0
13.8,21,grocery,3.2,0,0,0,0.1,0
120.79,21,grocery,13.7,4,0,0,0.2067,0
10.97,11,online_retail,9.2,1,0,0,0.0633,0
31.62,9,electronics,12.4,1,0,1,0.0821,0
126.53,18,grocery,0.0,4,0,1,0.0417,0
9.23,21,restaurant,0.6,2,0,1,0.0655,0
21.75,20,grocery,5.6,3,0,0,0.1288,0
16.76,14,restaurant,40.6,1,0,1,0.0365,0
211.07,14,restaurant,36.7,1,0,0,0.2408,0
23.07,22,grocery,1.2,3,0,1,0.0775,0
78.81,22,restaurant,9.6,0,0,0,0.0552,0
169.64,20,grocery,3.4,1,0,1,0.0942,0
72.47,16,restaurant,0.3,3,0,1,0.0735,0
62.1,7,online_retail,16.6,2,0,1,0.0545,0
10.73,14,online_retail,5.5,4,0,0,0.0829,0
4.54,10,online_retail,24.1,0,0,0,0.0517,0
66.3,14,restaurant,11.6,1,0,0,0.0853,0
207.0,20,grocery,35.3,1,1,1,0.0755,0
14.83,11,atm,2.5,0,0,0,0.1051,0
429.6,18,grocery,23.8,0,1,1,0.2439,0
1.64,16,restaurant,33.1,3,0,1,0.0669,0
20.46,22,restaurant,0.3,2,0,1,0.0654,0
18.23,8,fuel,6.8,2,0,1,0.1609,0
60.51,15,restaurant,7.2,0,0,0,0.0924,0
38.0,19,restaurant,47.1,1,0,1,0.0385,0
84.58,8,electronics,22.8,3,0,1,0.0443,0
244.86,13,grocery,7.6,1,0,1,0.0737,0
478.48,15,atm,43.0,12,0,1,0.9591,1
39.83,13,fuel,3.5,1,0,1,0.0991,0
28.21,18,grocery,4.2,1,0,0,0.1081,0
13.2,14,restaurant,26.0,4,0,1,0.0996,0
14.16,12,online_retail,44.4,4,0,1,0.0882,0
113.81,10,online_retail,34.8,1,0,1,0.0436,0
8.85,18,travel,18.9,4,0,1,0.1734,0
51.07,18,grocery,2.8,1,0,1,0.0913,0
51.99,22,grocery,0.1,1,0,0,0.0547,0
14.8,9,restaurant,0.6,1,0,0,0.1038,0
90.42,22,atm,249.2,7,1,0,0.9682,0
35.12,19,restaurant,13.8,3,0,0,0.1015,0
34.89,21,online_retail,5.8,3,0,1,0.1346,0
20.56,18,fuel,2.5,1,0,1,0.2341,0
21.18,18,travel,12.4,0,0,1,0.0995,0
23.36,14,electronics,19.0,1,0,1,0.1665,0
12.54,11,grocery,1.9,5,0,1,0.0498,0
21.57,17,online_retail,16.5,1,0,1,0.1353,0
67.28,12,restaurant,5.8,0,0,1,0.092,0
192.85,23,online_retail,146.6,3,1,0,0.9681,1
52.17,22,grocery,4.3,0,0,1,0.0996,0
109.97,11,fuel,12.7,0,0,1,0.0991,0
602.04,19,grocery,19.1,1,1,1,0.329,0
3.98,18,online_retail,7.0,2,0,1,0.2185,0
47.46,15,grocery,4.4,0,0,1,0.1521,0
10.53,18,restaurant,5.3,1,0,1,0.085,0
26.57,21,grocery,66.3,1,0,1,0.0329,0
413.89,2,travel,174.8,3,0,0,0.9695,1
16.01,11,restaurant,4.6,3,0,1,0.1039,0
59.87,9,grocery,14.4,2,0,1,0.0612,0
73.97,21,online_retail,3.9,2,0,0,0.1081,0
17.43,11,restaurant,1.2,1,0,0,0.1395,0
79.42,13,electronics,12.7,0,0,1,0.0803,0
21.19,17,travel,3.9,0,1,1,0.115,0
27.29,16,restaurant,5.7,0,0,1,0.1145,0
64.59,15,grocery,14.5,1,0,1,0.1099,0
37.6,9,restaurant,4.8,0,0,1,0.1406,0
15.81,20,restaurant,8.4,0,0,0,0.1065,0
43.82,13,online_retail,5.4,1,0,1,0.1417,0
54.99,14,fuel,10.3,2,0,1,0.0839,0
37.53,9,online_retail,8.4,2,0,1,0.0865,1
122.58,15,online_retail,14.3,4,0,1,0.3525,0
21.45,19,grocery,10.2,3,0,1,0.1039,0
276.62,10,electronics,23.5,1,0,1,0.058,0
150.06,12,grocery,7.5,1,0,0,0.0969,0
6.83,17,fuel,6.8,2,0,1,0.115,0
182.1,18,restaurant,0.1,1,0,1,0.0561,0
31.2,7,fuel,13.7,1,0,0,0.0844,0
46.85,22,online_retail,8.1,0,0,0,0.0531,0
41.34,22,grocery,5.6,1,0,1,0.0843,0
3.69,20,atm,1.3,0,0,1,0.2515,0
4.86,13,electronics,11.4,0,0,1,0.0881,0
27.42,14,travel,18.3,4,0,0,0.0857,0
16.91,15,grocery,25.4,0,0,1,0.1267,0
33.17,12,restaurant,3.2,2,0,1,0.1268,0
117.13,22,atm,39.9,2,0,1,0.0337,0
237.8,0,online_retail,155.4,11,0,0,0.9693,0
46.81,14,restaurant,0.5,1,0,1,0.0663,0
8.48,7,grocery,3.7,1,0,1,0.1225,0
351.55,3,travel,160.3,8,1,0,0.9693,1
47.05,19,fuel,3.5,2,1,1,0.1333,0
72.64,11,online_retail,5.5,1,0,1,0.102,0
106.8,19,restaurant,1.9,2,0,1,0.0787,0
73.4,9,grocery,23.2,1,0,1,0.0611,0
54.0,21,grocery,37.7,1,0,1,0.0375,0
122.82,20,grocery,20.8,1,0,0,0.1219,0
119.23,19,atm,28.6,0,0,0,0.0777,0
26.42,22,fuel,17.1,1,0,1,0.0783,0
7.92,18,online_retail,4.0,1,0,1,0.0865,0
22.54,18,restaurant,38.9,5,0,1,0.2224,0
64.04,22,fuel,19.1,1,0,0,0.0694,0
307.21,19,restaurant,35.5,3,0,1,0.1046,0
39.54,21,grocery,11.2,1,0,1,0.1654,0
22.39,15,online_retail,26.1,2,0,1,0.1251,0
37.43,11,grocery,17.5,0,0,1,0.0954,0
42.28,20,restaurant,4.1,7,0,0,0.4449,0
30.04,19,electronics,0.5,2,0,1,0.0778,0
60.87,21,atm,8.6,1,0,1,0.1271,0
293.06,8,grocery,2.7,0,0,1,0.091,0
65.59,15,atm,2.5,2,0,1,0.086,0
38.53,7,grocery,1.9,2,0,1,0.1158,0
37.36,19,fuel,2.1,0,0,1,0.0951,0
239.8,14,fuel,4.9,2,0,1,0.0902,0
15.07,17,restaurant,3.2,2,0,1,0.0962,0
35.44,17,online_retail,10.4,1,0,1,0.1149,0
18.42,9,restaurant,15.5,0,0,1,0.1319,0
17.95,17,fuel,5.2,2,0,0,0.1075,0
6.84,11,restaurant,28.1,0,0,1,0.0891,0
20.42,10,atm,2.4,2,0,1,0.0903,0
53.58,18,grocery,0.6,1,0,1,0.0677,0
113.43,14,atm,3.4,0,0,0,0.0795,0
302.87,0,electronics,164.6,5,1,1,0.9693,1
86.6,19,grocery,6.9,2,0,1,0.0847,0
10.09,22,online_retail,34.3,1,0,1,0.0412,0
21.7,14,travel,1.6,1,0,1,0.1018,0
21.92,22,online_retail,33.5,1,0,0,0.0629,0
79.0,17,online_retail,24.8,3,0,1,0.156,0
87.6,7,online_retail,2.5,3,0,0,0.0851,0
7.16,15,online_retail,16.3,3,0,1,0.0815,0
121.39,18,grocery,9.9,1,0,0,0.079,0
97.65,13,electronics,13.1,2,0,0,0.0684,0
21.56,14,online_retail,7.3,3,0,1,0.1093,0
99.58,18,travel,14.0,2,0,1,0.1466,0
88.77,13,electronics,8.2,1,0,0,0.0781,0
26.29,17,grocery,10.7,1,0,0,0.1039,0
17.49,13,online_retail,6.8,1,0,1,0.1085,0
31.81,14,atm,1.5,0,0,1,0.1077,0
14.62,11,online_retail,6.4,5,0,1,0.1568,0
20.18,17,restaurant,12.1,0,0,1,0.1049,0
855.18,23,atm,824.8,2,0,0,0.9677,1
9.28,19,grocery,4.0,0,0,1,0.0795,0
1052.85,3,travel,175.7,8,0,0,0.9693,1
25.11,8,grocery,19.4,1,0,1,0.1018,0
176.09,15,grocery,10.5,0,0,1,0.1002,0
51.54,12,restaurant,1.8,0,0,1,0.0985,0
22.49,17,grocery,13.6,3,1,1,0.0858,0
190.44,21,fuel,0.0,0,0,1,0.0619,0
549.26,0,online_retail,194.5,5,0,0,0.9693,1
42.2,19,grocery,2.9,4,0,1,0.0957,0
37.44,21,restaurant,15.9,1,0,1,0.0814,0
77.49,11,grocery,12.8,3,0,1,0.0783,0
124.4,8,grocery,13.1,1,0,1,0.052,0
19.87,17,atm,14.5,0,0,0,0.1238,0
326.2,17,atm,12.2,2,0,0,0.2402,0
34.74,13,grocery,9.6,1,0,1,0.0881,0
7.59,22,restaurant,4.0,3,0,1,0.0575,0
271.62,3,atm,277.1,6,1,1,0.9693,1
12.56,15,grocery,34.5,2,0,0,0.0956,0
21.02,14,grocery,6.3,0,0,1,0.1499,0
98.05,15,online_retail,18.5,2,0,1,0.0747,0
9.08,20,electronics,20.9,2,0,1,0.1916,0
377.03,16,restaurant,9.2,2,0,0,0.1137,0
24.97,8,restaurant,42.5,1,0,1,0.0249,0
9.47,8,restaurant,22.9,1,0,0,0.0603,0
25.02,14,online_retail,4.6,1,1,1,0.0833,0
20.05,8,online_retail,15.4,3,0,0,0.0765,0
12.26,9,restaurant,7.0,2,0,1,0.1475,0
35.86,11,restaurant,1.8,1,0,1,0.1343,0
28.29,12,restaurant,0.3,1,0,1,0.0768,0
388.88,23,online_retail,462.3,4,0,0,0.9694,1
24.72,16,grocery,2.3,3,0,1,0.1018,0
18.23,13,atm,5.3,1,0,1,0.1412,0
9.15,11,grocery,19.9,2,0,0,0.0768,0
3.97,17,grocery,15.6,0,0,1,0.0762,0
67.37,8,online_retail,14.4,0,0,1,0.1274,0
56.71,15,fuel,2.2,1,0,0,0.0958,0
33.23,13,restaurant,10.4,2,0,1,0.0953,0
36.46,10,restaurant,9.0,0,0,1,0.0783,0
8.32,12,electronics,9.5,3,0,0,0.065,0
69.0,12,fuel,8.6,3,0,0,0.087,0
13.11,19,restaurant,11.0,0,0,0,0.091,0
98.05,8,atm,13.0,1,0,0,0.046,0
143.9,22,online_retail,10.8,1,0,0,0.1515,0
38.89,12,grocery,4.1,2,0,0,0.1047,0
72.39,19,atm,10.7,3,0,1,0.1108,0
13.31,14,grocery,14.8,1,0,1,0.1049,0
3.92,9,grocery,35.8,1,0,1,0.1934,0
2.64,8,restaurant,33.1,5,0,1,0.0416,0
51.25,8,online_retail,16.8,1,0,1,0.0701,0
11.07,7,restaurant,2.8,3,0,1,0.1031,0
103.25,20,electronics,1.5,1,0,0,0.0818,0
8.58,21,online_retail,2.2,1,0,1,0.0838,0
139.46,11,grocery,4.8,2,0,1,0.1092,0
123.13,19,grocery,2.8,3,0,1,0.0787,0
43.88,7,fuel,15.3,1,0,1,0.1387,0
93.3,10,atm,9.5,3,0,1,0.0519,0
6.69,7,grocery,7.4,1,0,1,0.2032,0
42.64,17,fuel,4.3,4,1,1,0.1202,0
272.88,15,travel,71.5,0,0,0,0.9443,0
19.11,17,online_retail,35.7,2,0,1,0.1887,0
54.96,7,restaurant,1.7,0,0,0,0.1083,0
174.61,7,fuel,22.5,0,0,1,0.0749,0
17.83,13,grocery,4.3,1,0,0,0.1016,0
10.57,18,online_retail,0.5,1,0,1,0.0853,0
23.63,15,online_retail,0.9,0,0,1,0.1091,0
24.34,18,online_retail,11.0,2,0,0,0.1295,0
8.01,11,online_retail,17.9,2,0,1,0.0698,0
75.34,8,grocery,19.2,0,0,1,0.1249,0
51.82,9,grocery,3.4,1,0,0,0.2,0
197.81,16,atm,6.9,1,0,0,0.0938,0
40.87,14,online_retail,13.1,2,0,1,0.0815,0
21.73,18,online_retail,1.6,2,0,1,0.092,0
220.7,17,restaurant,1.6,1,0,1,0.1009,0
14.87,10,fuel,24.1,1,0,1,0.0758,0
98.86,17,electronics,2.4,3,0,1,0.0846,0
36.83,17,restaurant,9.0,5,0,1,0.0509,0
52.51,13,electronics,11.3,1,0,0,0.0749,0
52.52,22,electronics,23.5,1,0,0,0.117,0
53.2,10,online_retail,21.0,0,0,1,0.0822,0
11.62,11,restaurant,3.8,2,0,1,0.1098,0
14.21,8,fuel,11.5,2,0,1,0.088,0
9.25,20,fuel,0.4,1,0,1,0.0659,0
262.83,22,electronics,2.7,2,0,1,0.2897,0
183.36,12,fuel,7.5,1,0,1,0.0969,0
43.52,18,electronics,11.2,2,0,1,0.1592,0
160.93,23,travel,141.3,10,0,0,0.9682,1
36.78,21,grocery,38.9,4,0,1,0.0797,0
52.73,10,restaurant,22.4,3,0,0,0.0454,0
28.82,7,grocery,6.0,3,0,1,0.1276,0
49.01,16,online_retail,7.9,0,0,1,0.1035,0
16.39,22,grocery,13.0,1,0,1,0.0638,0
12.83,13,grocery,2.6,1,0,0,0.0882,0
13.46,14,fuel,6.4,0,0,0,0.0882,0
31.9,8,atm,4.8,1,0,0,0.1565,0
32.05,14,atm,20.1,0,0,1,0.1225,0
43.69,13,grocery,1.0,3,0,0,0.1189,0
9.52,11,online_retail,1.6,1,0,1,0.0806,0
39.75,20,grocery,5.9,0,0,0,0.1163,0
46.85,19,grocery,8.3,1,0,0,0.0978,0
31.67,7,restaurant,0.9,0,0,1,0.1139,0
32.86,15,grocery,27.2,3,0,1,0.2875,0
316.95,14,restaurant,5.3,0,0,1,0.0764,0
41.79,22,online_retail,5.8,6,0,0,0.3918,0
21.2,15,restaurant,11.3,2,0,1,0.1428,0
5.49,18,electronics,12.5,1,0,1,0.1597,0
59.27,13,restaurant,17.9,1,0,0,0.0934,0
116.28,16,atm,14.3,1,0,1,0.0903,0
138.3,18,electronics,33.0,1,1,0,0.129,0
12.49,11,atm,13.4,0,0,1,0.0786,0
213.16,13,fuel,17.1,1,0,1,0.1119,0
25.12,12,online_retail,40.8,0,0,1,0.0335,0
79.32,21,grocery,18.0,2,0,1,0.0628,0
158.07,19,online_retail,43.2,2,0,1,0.0451,0
24.69,22,grocery,0.8,2,0,1,0.0775,0
459.61,15,online_retail,16.6,1,0,1,0.4528,0
142.26,8,fuel,11.2,1,0,1,0.06,0
344.93,15,atm,105.7,8,1,0,0.9682,0
77.75,8,fuel,4.2,2,0,0,0.1593,0
43.29,16,restaurant,0.3,0,1,0,0.0792,0
19.94,8,grocery,6.8,2,0,0,0.1975,0
163.74,14,grocery,28.6,1,0,1,0.0912,0
91.86,10,electronics,11.9,2,1,1,0.0475,0
45.08,23,online_retail,4.0,4,1,0,0.5519,1
170.07,8,restaurant,0.0,2,0,1,0.0733,0
6.18,14,online_retail,21.8,5,0,1,0.1852,0
12.64,20,grocery,24.6,0,0,1,0.1033,0
23.98,19,atm,2.0,2,0,0,0.1008,0
23.32,22,travel,6.5,1,0,1,0.0867,0
17.79,10,online_retail,19.5,1,0,1,0.0799,0
177.0,11,atm,4.2,2,0,1,0.0877,0
185.96,21,grocery,10.2,3,0,1,0.1416,0
43.3,10,atm,32.5,0,0,0,0.0762,0
10.59,20,restaurant,8.0,0,0,1,0.0746,0
6.17,14,online_retail,18.2,0,0,1,0.0886,1
39.27,15,jewelry,108.4,3,0,0,0.7154,1
173.34,9,fuel,0.4,1,0,0,0.1196,0
36.64,12,grocery,10.5,1,0,1,0.0967,0
147.87,21,electronics,54.2,1,0,0,0.1085,0
898.03,15,online_retail,18.6,8,1,1,0.9538,1
16.15,16,electronics,5.3,1,0,1,0.1142,0
446.22,22,grocery,4.0,0,0,1,0.2238,0
37.61,11,travel,0.6,0,0,1,0.0666,0
108.48,7,restaurant,16.4,3,0,1,0.0436,0
33.21,16,grocery,4.5,1,1,1,0.1124,0
23.31,7,restaurant,17.0,2,0,1,0.0766,0
23.51,10,online_retail,8.4,0,0,1,0.0676,0
10.16,20,fuel,5.0,1,0,0,0.0937,0
26.66,11,grocery,1.8,1,0,0,0.1203,0
21.18,10,online_retail,17.6,1,0,0,0.0779,0
28.81,13,grocery,13.4,1,0,1,0.0967,0
31.63,16,travel,2.8,2,0,0,0.0965,0
23.11,9,grocery,6.5,1,0,1,0.1724,0
109.49,0,electronics,280.9,11,0,0,0.9693,1
53.48,11,restaurant,5.5,0,0,0,0.092,0
17.53,21,grocery,27.9,2,1,1,0.0794,0
114.71,17,grocery,5.2,1,0,1,0.0998,0
60.68,21,fuel,3.8,1,0,0,0.1736,0
135.03,16,atm,14.8,1,0,1,0.1016,0
42.16,22,online_retail,8.0,3,0,1,0.0941,0
90.32,21,travel,0.1,3,0,1,0.0503,0
2.96,15,online_retail,2.7,1,0,1,0.2009,0
53.51,18,restaurant,3.2,1,0,1,0.0912,0
74.4,14,grocery,1.7,2,0,1,0.0887,0
31.97,20,fuel,12.0,1,0,1,0.1117,0
40.58,18,restaurant,17.0,1,0,1,0.1172,0
18.1,21,restaurant,6.3,2,0,1,0.1803,0
40.85,19,fuel,0.0,2,0,1,0.0705,0
42.93,14,fuel,21.3,1,0,0,0.1512,0
34.78,11,electronics,4.6,3,1,1,0.1099,0
171.12,10,fuel,10.0,4,0,1,0.0522,0
14.71,11,atm,19.9,1,0,1,0.1127,0
46.61,20,electronics,3.6,3,0,1,0.1543,0
43.52,8,grocery,5.1,2,0,0,0.2572,0
49.94,10,grocery,10.6,1,0,1,0.0602,0
39.55,22,grocery,13.8,0,1,1,0.0833,0
63.3,16,restaurant,16.0,4,0,1,0.0729,0
69.76,19,electronics,3.2,2,0,1,0.0892,0
71.53,12,grocery,26.9,0,0,1,0.1018,0
9.03,20,atm,2.2,1,0,0,0.0841,0
45.87,0,travel,185.4,7,1,0,0.9685,0
22.0,18,fuel,11.2,1,0,1,0.1039,0
13.66,16,online_retail,0.1,2,0,1,0.0801,0
3.74,7,online_retail,15.9,4,0,1,0.0642,0
44.07,17,atm,14.9,2,0,1,0.1168,0
20.9,20,grocery,7.1,2,0,1,0.1328,0
161.43,18,online_retail,19.8,1,0,0,0.1765,0
21.8,10,fuel,1.2,0,0,1,0.1333,0
44.01,20,online_retail,11.2,7,0,1,0.8498,0
25.38,8,grocery,28.8,2,0,0,0.0645,0
36.68,18,atm,15.5,0,0,1,0.1044,0
54.91,16,restaurant,34.6,1,0,0,0.0746,0
31.74,16,restaurant,6.0,2,0,1,0.1172,0
19.09,18,grocery,12.9,2,0,1,0.0975,0
3488.8,15,electronics,486.2,5,0,0,0.9682,0
94.32,0,jewelry,463.6,9,1,0,0.9693,1
9.08,13,online_retail,8.3,3,1,0,0.0622,0
212.54,20,online_retail,5.0,4,0,0,0.4319,0
14.57,20,grocery,28.0,0,0,0,0.0883,0
57.31,13,atm,54.0,0,0,1,0.0924,0
11.12,7,online_retail,14.8,2,0,1,0.092,0
105.04,7,grocery,7.9,1,0,0,0.0854,0
65.58,19,online_retail,9.7,3,0,1,0.121,0
11.4,18,restaurant,9.4,1,0,0,0.0798,0
35.06,9,fuel,6.7,3,0,1,0.1445,0
21.98,20,restaurant,16.8,3,0,1,0.0999,0
35.72,10,atm,45.7,2,0,1,0.0281,0
457.72,3,electronics,145.8,6,1,0,0.9693,1
44.81,9,online_retail,6.6,1,0,0,0.21,0
16.64,16,restaurant,0.5,1,0,1,0.0897,0
5.98,19,atm,23.2,1,0,1,0.104,0
16.22,7,atm,12.0,2,0,1,0.07,0
283.61,20,grocery,46.7,0,0,1,0.0556,0
26.41,11,grocery,52.1,2,1,0,0.0271,0
64.75,19,fuel,23.6,1,0,1,0.0845,0
31.17,11,restaurant,17.3,2,0,1,0.0825,0
30.83,13,online_retail,0.8,1,0,1,0.122,0
150.21,7,grocery,11.6,0,0,0,0.1001,0
93.83,22,online_retail,23.8,2,0,0,0.081,0
90.74,9,restaurant,2.7,1,0,1,0.1924,0
20.5,18,online_retail,2.0,1,0,1,0.2769,0
76.16,9,grocery,4.3,6,0,1,0.1248,0
133.99,21,fuel,14.2,2,0,1,0.1981,0
8.62,10,electronics,2.1,2,0,1,0.0774,0
623.92,15,restaurant,26.2,0,0,1,0.2602,0
47.78,21,fuel,1.6,3,0,1,0.0799,0
62.45,21,online_retail,11.8,0,0,1,0.0712,0
59.1,12,grocery,9.4,4,0,0,0.071,0
44.14,9,fuel,6.1,1,0,1,0.2313,0
107.54,14,online_retail,1.4,6,0,1,0.8937,0
123.45,15,grocery,28.9,1,0,0,0.2206,0
23.43,21,online_retail,14.3,1,0,1,0.0783,0
24.87,7,electronics,30.7,1,0,1,0.0568,0
7.26,14,travel,4.3,1,0,1,0.0878,0
23.27,9,fuel,13.1,2,0,0,0.0831,0
95.09,7,travel,30.8,0,0,0,0.0614,0
192.07,16,atm,8.7,1,0,1,0.078,0
47.32,12,restaurant,16.4,2,0,0,0.0815,0
104.34,2,atm,136.2,4,1,1,0.9699,1
69.6,11,grocery,0.2,1,0,1,0.0796,0
18.61,18,online_retail,1.0,3,0,1,0.0885,0
30.64,22,grocery,11.6,3,0,1,0.0793,0
6.02,13,restaurant,12.0,0,0,0,0.0819,0
41.17,21,travel,76.5,2,0,0,0.3859,0
451.52,15,electronics,98.0,8,1,0,0.9682,1
47.32,14,restaurant,0.3,1,0,0,0.0662,0
6.36,22,electronics,2.8,1,0,1,0.235,0
80.44,13,electronics,6.5,1,0,1,0.1067,0
102.76,21,online_retail,2.6,3,1,1,0.0858,0
54.93,11,restaurant,19.3,0,0,0,0.1096,0
34.22,10,grocery,7.1,1,0,1,0.0883,0
28.46,12,atm,0.7,0,0,0,0.0854,0
19.91,11,fuel,2.3,2,0,1,0.1171,0
16.04,9,online_retail,32.2,0,0,1,0.073,0
35.08,21,atm,18.1,1,0,1,0.0814,0
107.17,20,online_retail,18.7,1,0,1,0.1243,0
106.32,0,online_retail,93.5,5,0,0,0.9693,0
76.96,20,grocery,12.8,2,0,0,0.1023,0
129.05,7,restaurant,39.9,1,0,1,0.0219,0
66.73,7,grocery,11.2,1,0,1,0.0641,0
14.96,17,grocery,28.5,2,0,1,0.1414,0
14.12,17,electronics,20.4,1,0,0,0.1233,0
120.78,18,grocery,59.5,1,0,1,0.0745,0
97.09,21,grocery,1.5,2,0,1,0.0691,0
26.51,15,grocery,8.3,0,0,1,0.0997,0
21.78,16,atm,1.3,2,0,1,0.111,0
67.79,20,fuel,9.1,0,0,1,0.1209,0
13.77,11,online_retail,0.8,2,0,1,0.0742,0
79.46,12,fuel,10.1,2,0,1,0.0823,0
8.93,9,atm,41.0,0,0,1,0.05,0
13.73,7,grocery,7.3,1,0,1,0.1277,0
216.62,12,restaurant,5.8,3,0,1,0.1043,0
17.0,8,restaurant,1.6,1,0,0,0.2188,0
67.29,13,atm,20.4,1,0,1,0.0964,0
28.45,16,grocery,4.1,0,0,1,0.0994,0
20.82,17,atm,12.8,0,0,0,0.1049,0
19.31,19,fuel,11.3,0,0,1,0.1179,0
32.91,21,restaurant,7.8,2,0,1,0.2352,0
102.57,8,restaurant,1.7,4,0,1,0.0942,0
245.96,23,atm,91.5,7,1,0,0.9697,1
13.55,13,travel,0.3,2,0,1,0.0581,0
74.08,11,grocery,7.7,3,1,1,0.0769,0
41.69,16,grocery,2.0,2,0,1,0.1102,0
7.91,22,grocery,1.6,1,0,1,0.0686,0
21.14,15,jewelry,4.9,1,0,1,0.1646,0
41.42,9,electronics,1.2,0,0,1,0.2276,0
72.91,19,travel,8.9,2,1,1,0.1956,0
85.72,10,travel,18.6,4,0,1,0.3136,0
169.09,9,electronics,8.0,2,0,0,0.1182,0
73.18,9,restaurant,80.3,3,1,1,0.5128,0
41.6,16,restaurant,19.0,3,0,1,0.1627,0
52.77,14,online_retail,0.4,0,0,1,0.0523,0
46.31,19,fuel,15.2,2,0,1,0.1044,0
41.25,15,restaurant,17.9,0,0,1,0.1238,0
107.46,10,atm,2.2,0,0,0,0.0663,0
40.94,21,online_retail,10.9,2,0,1,0.1292,0
48.96,9,grocery,2.5,2,0,1,0.1533,0
293.2,16,electronics,1.1,2,0,1,0.0771,0
85.12,13,restaurant,6.7,0,0,0,0.0955,0
21.03,8,restaurant,1.0,2,0,0,0.1824,0
42.74,7,restaurant,4.5,2,0,1,0.2029,0
10.24,8,grocery,9.8,2,0,0,0.0802,0
52.64,16,online_retail,5.1,2,0,1,0.1127,0
137.21,10,restaurant,3.8,1,0,1,0.087,0
26.44,13,fuel,3.1,0,0,0,0.0987,0
283.53,19,restaurant,10.5,2,0,1,0.0884,0
151.76,20,grocery,10.3,0,0,1,0.0809,0
322.01,3,jewelry,502.3,2,0,0,0.9692,1
57.67,12,atm,6.7,0,0,1,0.1122,0
17.14,7,online_retail,16.6,1,0,0,0.0785,0
18.45,7,restaurant,5.8,2,0,0,0.1409,0
30.67,18,grocery,18.8,2,0,0,0.1283,0
44.57,12,fuel,4.1,2,0,1,0.1575,0
27.36,18,grocery,25.3,1,0,1,0.133,0
7.41,14,restaurant,2.8,1,0,1,0.0927,0
16.83,13,fuel,2.0,0,0,1,0.1281,0
169.51,11,online_retail,3.8,1,0,1,0.1104,0
100.26,15,travel,5.7,0,0,1,0.091,0
102.42,1,online_retail,7.2,13,0,0,0.9652,1
43.36,16,online_retail,16.9,1,0,0,0.0976,0
15.31,11,fuel,6.4,2,0,1,0.1058,0
58.86,10,travel,3.5,1,0,0,0.1151,0
103.6,18,restaurant,9.3,2,0,1,0.0723,0
27.93,20,online_retail,20.5,1,0,1,0.1599,0
22.98,11,electronics,25.1,3,0,0,0.1125,0
21.23,7,restaurant,10.2,1,0,0,0.1075,0
59.39,8,restaurant,9.1,0,0,0,0.1148,0
34.58,15,grocery,9.0,6,0,1,0.1676,0
21.78,21,fuel,17.2,1,0,0,0.0786,0
92.85,12,grocery,2.1,1,0,1,0.0975,0
105.29,13,grocery,12.0,0,0,1,0.0743,0
33.35,21,electronics,1.6,2,0,0,0.079,0
34.47,21,atm,8.8,2,0,1,0.1502,0
84.03,22,electronics,12.3,1,0,1,0.1508,0
93.82,16,restaurant,20.2,0,0,0,0.0923,0
45.65,11,online_retail,4.6,2,1,1,0.1204,0
4.58,22,fuel,9.2,2,0,0,0.222,0
8.52,11,fuel,16.7,2,0,1,0.098,0
104.0,17,online_retail,16.0,2,0,0,0.0793,0
65.38,7,restaurant,2.5,2,0,1,0.1244,0
14.8,19,restaurant,0.5,0,0,1,0.1,0
54.05,20,electronics,1.0,1,0,0,0.0965,0
67.38,16,fuel,0.3,2,0,0,0.0735,0
60.91,8,grocery,3.1,0,0,1,0.1231,0
8.69,22,grocery,5.3,1,0,1,0.0695,0
30.47,9,grocery,8.0,2,0,0,0.2078,0
104.56,9,restaurant,17.9,1,0,0,0.0652,0
114.82,15,fuel,26.2,1,0,1,0.1185,0
33.34,8,restaurant,6.4,4,0,1,0.1212,0
21.34,8,grocery,20.2,0,0,1,0.1596,0
81.08,22,grocery,33.1,3,0,1,0.0444,0
38.49,15,grocery,6.9,2,0,1,0.1082,0
58.41,11,online_retail,44.2,0,0,1,0.0342,0
13.57,9,restaurant,5.0,2,0,1,0.1475,0
17.37,15,restaurant,2.0,2,0,1,0.097,0
169.92,7,restaurant,4.3,1,0,1,0.0898,0
269.91,22,travel,51.2,1,1,1,0.085,0
28.66,19,grocery,1.5,1,0,0,0.1121,0
56.85,12,online_retail,4.9,1,0,1,0.0959,0
