amount,hour,category,distance_from_home_km,txns_last_24h,is_foreign,card_present,is_fraud
13.42,18,restaurant,7.4,1,0,1,0
35.69,18,travel,0.3,0,0,0,0
143.11,10,grocery,3.4,2,0,1,0
6.82,13,restaurant,1.5,4,0,1,0
142.46,17,grocery,16.9,2,0,1,0
52.93,15,electronics,4.1,1,0,1,0
50.78,20,online_retail,28.1,0,0,1,0
51.11,14,grocery,23.5,1,0,1,0
7.0,7,grocery,29.6,2,0,1,0
86.89,22,grocery,1.3,0,0,1,0
42.37,19,grocery,15.7,0,0,1,0
56.98,10,atm,14.5,0,0,1,0
760.93,12,electronics,93.5,4,0,0,1
55.68,16,grocery,3.4,1,0,1,0
59.24,16,online_retail,8.0,1,0,1,0
41.46,13,grocery,11.8,1,0,1,0
17.71,8,online_retail,0.7,1,0,1,0
64.56,15,grocery,1.2,3,0,0,0
83.03,18,grocery,36.7,1,0,1,0
104.15,18,atm,7.3,0,0,0,0
246.04,8,online_retail,8.6,2,0,1,0
9.73,22,online_retail,2.2,0,0,1,0
10.31,11,fuel,12.5,0,0,0,0
647.73,21,restaurant,1.7,0,0,1,0
13.3,16,fuel,5.2,0,0,0,0
47.03,20,grocery,0.2,1,0,1,0
71.41,11,restaurant,9.5,2,0,0,0
63.01,20,fuel,1.0,1,0,0,0
48.94,11,grocery,14.4,1,0,0,0
308.01,16,grocery,13.0,3,0,1,0
36.49,14,fuel,1.4,0,0,1,0
80.97,22,grocery,7.9,0,0,0,0
24.29,9,grocery,23.9,2,0,0,0
20.27,16,grocery,3.1,2,0,0,0
88.54,15,restaurant,14.1,2,0,1,0
29.71,19,grocery,7.7,0,0,0,0
15.78,12,grocery,28.4,2,0,1,0
5.37,17,grocery,16.6,3,0,1,0
17.11,7,restaurant,1.1,0,0,1,0
165.07,18,restaurant,9.9,2,0,1,0
13.28,18,atm,35.3,4,0,0,0
74.26,12,travel,9.6,1,0,1,0
37.62,19,electronics,2.8,2,0,1,0
78.31,9,grocery,7.4,0,0,0,0
6.42,19,grocery,3.9,2,1,1,0
37.36,18,grocery,12.7,3,0,1,0
84.73,7,online_retail,0.7,2,0,1,0
419.72,13,restaurant,3.6,2,0,0,0
227.05,21,restaurant,14.6,2,0,1,0
25.91,16,grocery,1.4,1,0,0,0
25.86,13,electronics,0.3,4,1,1,0
21.05,19,restaurant,5.3,1,0,0,0
28.33,21,online_retail,23.5,0,0,1,0
35.83,19,online_retail,12.2,2,0,1,0
29.14,21,fuel,41.3,3,0,0,0
235.23,13,online_retail,2.2,1,0,1,0
7.75,22,online_retail,10.8,1,0,1,0
91.2,13,online_retail,7.2,2,0,0,0
31.06,7,online_retail,6.6,0,0,1,0
35.41,12,online_retail,4.6,1,0,1,0
47.79,7,atm,34.3,1,0,1,0
36.15,9,electronics,6.3,1,0,0,0
58.43,16,atm,5.9,4,0,1,0
14.89,20,online_retail,5.9,1,0,0,0
10.75,9,fuel,13.1,1,0,0,0
25.7,11,travel,15.6,2,0,1,0
26.52,22,atm,0.7,0,0,0,0
19.36,22,fuel,1.3,1,0,1,0
46.09,21,grocery,5.0,0,0,0,0
87.6,16,grocery,5.0,1,1,1,0
36.36,8,grocery,8.9,1,0,1,0
187.06,7,atm,19.5,1,0,1,0
137.23,12,electronics,25.7,2,0,0,0
107.43,21,fuel,21.1,1,0,1,0
12.51,7,restaurant,0.4,1,0,1,0
44.2,8,grocery,17.1,2,0,0,0
11.27,8,grocery,2.9,0,0,0,0
23.54,17,online_retail,3.9,2,0,1,0
51.75,22,atm,9.2,1,0,1,0
8.62,13,grocery,1.5,1,0,1,0
428.0,12,travel,9.6,4,0,1,0
26.07,7,travel,30.4,2,0,0,0
33.97,19,restaurant,3.7,1,0,1,0
264.55,14,restaurant,4.6,1,0,1,0
16.98,21,fuel,10.3,2,0,1,0
22.42,15,fuel,5.4,3,0,0,0
12.07,11,online_retail,9.2,2,0,1,0
33.63,8,restaurant,22.7,0,1,1,0
246.03,12,grocery,25.1,2,0,1,0
16.36,21,restaurant,25.0,1,1,0,0
203.82,10,restaurant,4.5,0,0,1,0
13.17,15,restaurant,20.5,1,0,0,0
33.34,14,travel,29.5,1,0,0,0
32.44,20,restaurant,16.1,2,0,0,0
75.54,8,restaurant,10.3,4,0,1,0
94.7,18,electronics,1.0,0,0,1,0
54.11,12,fuel,0.7,0,0,0,0
9.36,12,restaurant,12.8,3,0,1,0
1.69,10,restaurant,15.9,1,0,1,0
313.33,18,restaurant,2.5,0,0,1,0
80.41,20,restaurant,3.9,0,0,1,0
21.18,18,travel,8.7,7,0,1,0
5.1,18,grocery,4.2,3,0,0,0
27.31,14,grocery,32.5,1,0,0,0
40.09,13,fuel,6.4,2,0,0,0
60.14,22,restaurant,23.0,1,0,1,0
49.49,20,grocery,2.1,1,0,1,0
41.99,17,online_retail,1.0,4,0,0,0
11.62,16,online_retail,14.6,5,0,1,0
11.94,9,fuel,11.6,1,0,1,0
88.58,12,travel,11.2,1,0,1,0
25.46,21,grocery,1.4,1,0,1,0
14.65,11,electronics,9.9,2,0,1,0
94.08,20,restaurant,20.7,1,0,0,0
13.83,20,fuel,10.0,2,0,1,0
243.71,11,travel,3.7,2,0,0,0
39.64,10,online_retail,39.1,2,0,1,0
20.22,14,atm,14.7,1,0,1,0
19.05,13,fuel,9.0,2,0,1,0
5.69,8,restaurant,6.4,0,0,1,0
24.3,18,restaurant,21.3,1,0,1,0
31.46,10,grocery,7.9,1,0,1,0
37.11,18,fuel,3.9,2,0,0,0
35.43,14,grocery,6.6,3,0,1,0
950.77,13,grocery,14.0,0,0,1,0
25.95,14,grocery,5.0,3,0,1,0
2.85,18,atm,7.2,3,0,1,0
27.69,15,restaurant,7.0,2,0,1,0
300.75,8,online_retail,0.4,2,0,1,0
5.21,15,grocery,28.0,0,0,1,0
22.49,18,grocery,7.7,0,0,0,0
21.45,9,grocery,1.5,2,0,1,0
122.5,15,restaurant,16.3,1,0,1,0
92.94,22,travel,1.9,2,0,1,0
13.48,7,atm,3.5,1,0,0,0
25.36,20,online_retail,7.4,2,0,1,0
43.48,8,grocery,8.2,0,0,0,0
4.83,22,grocery,0.5,1,0,1,0
91.65,16,electronics,14.7,3,0,1,0
22.39,10,fuel,38.2,0,0,0,0
115.49,12,grocery,2.0,1,0,0,0
63.49,18,grocery,4.8,1,0,0,0
47.26,11,grocery,31.7,0,0,0,0
251.37,8,travel,2.7,1,0,1,0
37.52,7,online_retail,4.4,0,0,1,0
31.97,21,grocery,5.8,0,0,1,0
75.57,13,travel,8.7,0,0,1,0
137.6,12,grocery,4.7,1,0,1,0
101.21,9,online_retail,13.3,0,0,0,0
66.15,11,grocery,2.3,3,0,1,0
60.59,17,grocery,28.2,4,0,1,0
37.82,15,grocery,33.7,1,0,0,0
28.57,7,restaurant,6.3,2,0,1,0
6.81,18,grocery,32.6,1,0,0,0
80.54,15,grocery,13.9,1,0,1,0
19.79,14,electronics,25.5,0,0,1,0
6.11,16,online_retail,2.0,3,0,0,0
8.78,9,online_retail,4.2,1,0,1,0
5.33,19,fuel,8.5,3,0,1,0
2.5,12,restaurant,1.2,2,0,0,0
12.9,12,grocery,3.3,1,0,0,0
300.72,3,online_retail,246.4,6,0,0,1
35.65,8,grocery,8.4,2,0,1,0
10.8,17,fuel,11.9,0,0,0,0
24.94,7,electronics,5.4,1,0,0,0
10.62,14,online_retail,37.8,0,0,1,0
66.72,19,electronics,4.3,2,0,0,0
26.9,20,travel,8.1,1,0,0,0
3.86,16,atm,24.0,1,0,1,0
10.65,8,restaurant,13.7,1,0,1,0
67.94,9,fuel,2.5,0,0,1,0
109.08,9,electronics,43.1,2,0,1,0
21.57,19,fuel,2.8,5,0,1,0
37.46,7,fuel,40.9,1,0,1,0
10.03,14,fuel,6.7,2,0,1,0
69.13,18,restaurant,1.3,1,0,0,0
14.73,9,electronics,5.3,2,0,0,0
5.93,9,fuel,0.8,1,0,0,0
85.14,19,online_retail,6.5,0,0,1,0
15.16,16,online_retail,34.3,0,0,1,0
153.32,13,atm,4.7,1,0,0,0
13.04,20,grocery,26.3,1,0,1,0
22.06,22,electronics,4.3,2,0,0,0
94.3,16,electronics,4.8,2,0,1,0
44.48,21,grocery,7.2,2,0,1,0
45.83,9,restaurant,3.7,1,0,1,0
103.6,18,restaurant,9.3,2,0,1,0
12.75,15,fuel,9.6,2,0,1,0
24.53,19,electronics,0.2,3,0,1,0
56.69,7,fuel,24.4,0,0,1,0
70.6,10,online_retail,0.4,0,0,1,0
9.28,14,online_retail,13.1,0,0,1,0
24.23,18,grocery,85.6,1,0,1,0
20.04,21,electronics,15.2,2,0,1,0
5.6,22,fuel,2.5,1,1,1,0
10.71,14,grocery,5.4,1,0,1,0
302.87,0,electronics,164.6,5,1,1,1
435.34,19,electronics,2.2,1,0,1,0
13.49,16,grocery,43.0,1,0,1,0
13.36,18,grocery,0.0,2,0,1,0
51.56,12,online_retail,1.4,3,0,1,0
17.17,11,atm,3.9,3,0,1,0
53.17,16,online_retail,4.0,0,0,1,0
20.76,21,atm,15.6,1,0,1,0
58.84,12,electronics,5.1,1,0,1,0
89.78,9,grocery,28.7,3,1,1,0
38.71,20,grocery,7.0,1,0,1,0
11.42,11,online_retail,5.4,0,0,1,0
103.46,10,electronics,9.5,0,0,1,0
19.28,21,grocery,20.9,1,0,0,0
58.54,20,fuel,23.5,2,0,1,0
9.71,19,online_retail,26.1,2,0,1,0
38.66,22,restaurant,11.7,2,0,1,0
11.62,17,atm,4.6,1,0,1,0
198.49,12,online_retail,11.1,2,0,0,0
24.64,15,grocery,0.1,3,0,1,0
5.21,7,fuel,6.9,0,0,1,0
178.94,7,grocery,10.0,0,0,1,0
90.17,14,atm,3.1,3,0,1,0
218.77,11,fuel,97.6,3,0,0,0
40.55,10,grocery,8.9,4,0,1,0
18.29,12,online_retail,1.4,1,0,0,0
34.01,14,atm,1.3,0,0,1,0
48.9,8,atm,0.2,3,0,1,0
19.22,11,atm,6.3,0,0,1,0
34.49,17,restaurant,11.3,1,0,0,0
6.83,7,fuel,15.4,3,0,0,0
304.34,13,restaurant,2.2,1,0,0,0
39.33,7,electronics,20.6,0,0,1,0
89.54,7,grocery,0.6,0,1,1,0
103.59,13,atm,17.3,1,0,1,0
59.53,11,electronics,4.6,2,0,1,0
44.15,17,restaurant,11.8,0,0,0,0
6.53,7,restaurant,5.7,2,0,1,0
86.96,18,restaurant,16.2,0,0,0,0
13.78,8,fuel,8.6,2,0,0,0
62.1,10,online_retail,12.1,2,0,1,0
36.06,11,fuel,6.9,1,0,0,0
70.56,13,fuel,16.4,2,0,1,0
78.51,17,fuel,39.6,2,0,1,0
9.95,21,grocery,0.1,4,0,0,0
35.24,10,grocery,6.2,0,0,1,0
63.26,12,fuel,20.9,1,0,1,0
106.05,20,online_retail,3.5,1,1,0,0
79.02,16,online_retail,7.4,1,0,1,0
5.21,21,grocery,6.0,1,0,1,0
688.94,15,jewelry,48.6,9,1,0,0
62.73,16,grocery,23.5,1,0,1,0
60.48,21,online_retail,25.3,2,0,1,0
22.42,11,electronics,3.7,0,0,1,0
27.19,7,restaurant,20.6,2,0,1,0
13.62,21,restaurant,0.4,1,0,1,0
7.8,8,restaurant,2.2,2,0,1,0
81.19,16,grocery,20.9,4,0,1,0
31.86,19,fuel,21.9,2,0,0,0
42.51,18,grocery,19.7,0,0,1,0
47.46,16,restaurant,2.8,2,0,1,0
34.29,22,restaurant,15.8,0,0,0,0
206.35,16,grocery,21.9,2,0,1,0
14.68,8,grocery,0.2,3,0,0,0
36.65,12,grocery,31.1,2,0,1,0
32.67,21,atm,37.5,2,0,1,0
20.89,15,restaurant,3.1,1,0,1,0
341.43,21,restaurant,14.2,2,0,0,0
14.27,15,restaurant,22.9,0,0,1,0
52.79,17,atm,7.6,1,0,1,0
24.94,12,restaurant,0.3,1,0,1,0
27.43,7,grocery,7.2,1,0,0,0
7.41,15,travel,16.4,2,0,1,0
87.89,7,restaurant,7.1,2,0,1,0
73.29,22,online_retail,4.8,1,0,0,0
46.68,15,grocery,0.0,0,0,1,0
116.41,9,restaurant,17.7,4,1,1,0
455.61,4,atm,42.3,4,0,1,1
13.94,7,fuel,32.7,0,0,1,0
41.34,19,grocery,5.1,0,0,0,0
16.57,16,restaurant,25.8,0,0,1,0
26.66,20,restaurant,0.8,0,0,1,0
61.21,12,atm,21.6,2,0,1,0
41.45,12,online_retail,15.0,3,0,1,0
175.7,22,online_retail,3.4,0,0,0,0
635.67,8,online_retail,0.6,1,0,1,0
7.64,10,restaurant,2.7,2,0,1,0
51.79,21,grocery,1.1,1,0,1,0
9.35,17,grocery,26.1,2,0,0,0
130.76,12,travel,23.9,3,0,1,0
44.18,14,grocery,15.0,0,0,0,0
9.29,17,grocery,8.5,0,0,1,0
118.67,17,grocery,8.9,2,0,1,0
60.58,13,online_retail,14.7,1,0,1,0
16.5,15,grocery,10.8,0,0,1,0
34.95,13,fuel,3.8,0,0,1,0
18.64,13,restaurant,24.6,0,0,0,0
76.14,20,electronics,17.0,0,0,1,0
29.71,20,online_retail,2.6,0,0,1,0
15.43,15,restaurant,8.0,2,0,1,0
512.18,11,restaurant,3.6,1,0,1,0
20.43,8,travel,3.8,0,0,1,0
70.14,14,online_retail,10.5,2,0,0,0
3.55,21,atm,28.4,2,0,1,0
40.7,18,online_retail,8.0,2,1,0,0
27.06,20,restaurant,6.2,1,0,0,0
32.25,10,online_retail,22.1,1,0,1,0
38.71,10,grocery,5.6,0,0,1,0
26.88,8,online_retail,13.5,0,0,1,0
58.46,20,online_retail,11.3,1,0,1,0
61.08,7,restaurant,0.4,5,0,1,0
35.77,10,grocery,25.0,1,0,1,0
62.41,18,grocery,28.8,1,0,1,0
158.47,14,restaurant,3.6,0,0,1,0
6.39,10,fuel,21.5,1,0,1,0
40.45,16,grocery,8.4,2,0,0,0
49.05,11,grocery,7.6,3,0,1,0
148.34,22,electronics,10.1,2,0,0,0
17.23,13,fuel,6.1,1,0,0,0
11.77,17,grocery,21.6,1,0,1,0
35.58,11,fuel,16.1,1,0,1,0
12.9,16,fuel,56.5,2,0,1,0
35.91,10,restaurant,1.6,2,0,0,0
59.74,19,online_retail,4.6,0,0,0,0
112.5,12,grocery,10.3,0,0,0,0
26.01,9,grocery,9.9,2,0,1,0
15.55,22,fuel,2.4,1,0,0,0
147.24,18,atm,1.8,2,0,1,0
89.99,12,grocery,24.1,1,0,1,0
51.65,15,travel,28.4,1,0,1,0
65.25,11,electronics,1.6,4,0,1,0
90.92,14,restaurant,10.7,1,0,1,0
12.06,13,grocery,2.0,3,0,1,0
8.76,22,atm,17.9,1,0,0,0
109.03,7,fuel,3.6,1,0,1,0
81.28,21,grocery,8.5,1,0,1,0
51.09,11,fuel,2.2,1,0,1,0
85.81,7,fuel,5.8,0,0,1,0
36.2,22,online_retail,4.0,2,0,0,0
96.85,15,fuel,12.3,0,0,1,0
56.4,13,atm,9.2,1,0,1,0
18.55,21,atm,19.4,0,0,0,0
69.6,10,fuel,2.0,1,0,1,0
38.61,12,fuel,11.9,1,0,0,0
87.89,14,online_retail,3.8,2,0,0,0
24.45,10,restaurant,12.9,4,0,0,0
66.37,20,grocery,1.7,1,0,1,0
38.6,8,online_retail,10.4,1,1,1,0
196.89,21,grocery,2.8,2,0,1,0
41.73,12,jewelry,0.9,0,0,1,0
11.3,22,fuel,1.3,0,0,1,0
14.14,8,online_retail,34.0,0,0,1,0
87.77,22,restaurant,12.6,1,0,1,0
46.76,21,grocery,2.0,2,0,1,0
26.23,22,grocery,6.9,0,0,1,0
14.44,20,fuel,12.9,1,0,1,0
29.32,11,online_retail,4.2,0,0,1,0
10.11,16,grocery,12.2,1,0,1,0
48.17,9,restaurant,0.9,2,0,1,0
105.57,18,electronics,1.1,3,0,0,0
20.94,19,grocery,6.3,0,0,1,0
50.77,13,restaurant,26.7,0,0,1,0
77.75,21,restaurant,9.7,2,0,0,0
13.2,13,restaurant,0.9,1,1,0,0
33.68,7,fuel,14.6,1,0,1,0
12.53,8,grocery,4.8,0,0,1,0
231.08,20,electronics,12.7,1,0,1,0
23.51,17,online_retail,16.8,1,0,1,0
36.09,9,grocery,11.8,5,1,1,0
57.94,10,restaurant,31.2,1,0,0,0
37.29,8,restaurant,2.6,1,0,1,0
17.58,10,electronics,39.3,2,0,1,0
21.6,18,fuel,30.8,4,0,1,0
187.79,21,fuel,20.0,2,0,0,0
106.07,17,restaurant,17.1,0,0,1,0
52.95,17,grocery,29.9,1,0,1,0
3.4,11,online_retail,5.9,1,1,0,0
9.57,10,grocery,0.8,4,0,1,0
27.46,18,grocery,17.0,1,0,0,0
32.55,15,restaurant,2.9,0,0,1,0
43.76,12,grocery,5.2,4,0,1,0
7.27,21,electronics,2.5,2,0,1,0
15.6,12,travel,2.7,3,0,1,0
25.46,14,travel,4.0,1,0,1,0
34.45,11,electronics,0.8,1,0,0,0
76.53,14,grocery,3.6,2,1,1,0
16.58,15,online_retail,4.8,2,0,1,0
59.73,10,atm,55.3,0,0,1,0
7.22,17,electronics,13.3,3,0,0,0
47.49,19,atm,18.4,1,0,1,0
31.46,12,fuel,9.9,2,0,0,0
16.45,17,grocery,3.5,2,0,0,0
174.82,22,fuel,6.6,1,0,1,0
85.81,9,restaurant,4.1,0,0,1,0
84.9,10,online_retail,8.1,1,1,1,0
34.25,13,fuel,1.6,1,0,1,0
40.51,10,online_retail,14.7,1,0,0,0
67.09,17,restaurant,20.7,1,0,1,0
423.45,13,grocery,5.0,2,0,1,0
5.37,20,fuel,9.8,0,0,0,0
29.11,15,restaurant,5.7,1,0,1,0
36.37,14,restaurant,13.8,1,0,1,0
11.2,11,grocery,7.1,1,1,0,0
30.36,21,online_retail,15.8,0,0,1,0
21.21,9,electronics,41.5,2,0,1,0
61.76,11,grocery,14.7,2,0,0,0
19.4,19,grocery,32.6,3,0,1,0
40.39,20,fuel,16.8,1,0,1,0
65.92,16,restaurant,11.4,2,0,1,0
104.69,8,restaurant,16.2,0,0,0,0
26.71,20,online_retail,1.3,2,0,1,0
35.72,7,grocery,1.7,1,0,0,0
31.37,13,restaurant,0.5,1,0,0,0
10.32,8,grocery,1.1,0,0,0,0
215.52,12,electronics,136.3,6,1,0,1
104.59,9,restaurant,8.0,0,0,0,0
37.64,13,electronics,6.2,2,0,1,0
14.37,7,restaurant,0.3,3,0,1,0
15.84,21,grocery,1.6,3,0,1,0
28.57,21,electronics,78.9,2,0,0,0
32.04,10,fuel,17.1,4,0,1,0
23.94,11,grocery,7.2,0,0,1,0
71.83,8,online_retail,0.9,2,0,1,0
134.23,21,grocery,0.5,3,0,1,0
8.94,9,grocery,8.0,3,0,0,0
27.57,21,atm,0.1,3,0,1,0
51.54,16,restaurant,17.1,2,0,1,0
55.2,8,fuel,15.9,4,0,1,0
14.6,12,online_retail,8.5,0,0,1,0
21.01,17,restaurant,0.6,1,0,1,0
26.84,13,restaurant,4.3,0,0,1,0
9.19,21,restaurant,7.4,1,0,0,0
53.92,14,fuel,14.1,5,0,1,0
61.18,15,restaurant,10.7,0,0,0,0
245.38,10,grocery,3.6,0,0,1,0
61.88,13,fuel,13.9,1,0,1,0
70.34,13,online_retail,10.8,0,0,1,0
24.19,10,online_retail,21.7,1,0,1,0
11.96,14,online_retail,16.3,2,0,1,0
29.64,8,grocery,4.9,1,0,0,0
32.76,11,grocery,19.0,2,0,1,0
29.65,14,restaurant,2.0,4,0,0,0
93.84,9,grocery,4.3,3,0,1,0
12.06,8,fuel,14.8,3,0,1,0
89.7,8,online_retail,31.2,4,0,0,0
45.04,12,atm,6.9,3,0,0,0
23.95,9,fuel,24.5,1,0,0,0
9.0,9,restaurant,2.5,1,0,0,0
30.67,16,jewelry,12.7,2,0,1,0
465.43,8,grocery,12.6,1,0,1,0
7.41,11,atm,7.6,3,0,0,0
33.94,9,restaurant,12.5,1,0,1,0
18.91,20,electronics,12.8,0,0,1,0
31.39,20,electronics,0.4,1,0,1,0
22.33,19,grocery,10.5,0,0,0,0
26.01,12,restaurant,17.0,0,0,1,0
28.67,13,fuel,26.2,1,0,1,0
58.01,22,grocery,23.3,4,0,1,0
45.56,7,grocery,27.4,2,0,1,0
31.38,22,atm,7.0,2,0,1,0
13.56,22,online_retail,5.8,2,0,1,0
17.84,13,grocery,1.4,5,0,1,0
239.06,12,atm,15.0,2,0,0,0
43.41,12,electronics,44.7,1,1,1,0
11.3,13,atm,14.5,0,0,1,0
97.91,17,online_retail,22.4,0,0,0,0
55.04,16,grocery,13.6,3,0,1,0
2.33,14,grocery,26.3,0,0,0,0
236.49,22,fuel,1.0,1,0,1,0
38.32,19,fuel,19.1,2,0,0,0
23.02,15,fuel,8.9,4,0,0,0
76.42,16,grocery,27.5,3,0,1,0
2.89,17,atm,6.2,1,0,0,0
107.02,11,restaurant,3.6,1,0,0,0
67.29,15,atm,6.6,3,0,0,0
91.64,15,grocery,29.2,0,0,0,0
43.98,16,restaurant,10.5,0,0,1,0
21.64,18,electronics,10.9,0,0,1,0
32.65,13,electronics,10.5,0,0,1,0
44.75,17,fuel,14.3,0,0,1,0
7.91,10,grocery,33.2,0,0,1,0
186.07,12,grocery,9.3,1,0,0,0
30.34,21,grocery,3.4,2,0,1,0
36.89,20,restaurant,26.4,2,0,1,0
11.02,9,fuel,11.8,2,0,1,0
61.21,12,grocery,14.1,0,0,1,0
30.54,12,atm,18.0,3,0,1,0
31.1,15,restaurant,41.1,1,0,1,0
41.15,16,online_retail,6.6,3,0,0,0
16.31,9,atm,22.7,1,0,1,0
15.85,18,atm,0.0,1,0,1,0
12.03,8,grocery,4.8,1,0,0,0
17.5,13,grocery,4.4,1,0,1,0
74.44,17,grocery,7.4,5,0,1,0
169.35,12,travel,16.2,6,0,0,1
15.66,12,grocery,3.4,2,0,1,0
26.14,13,online_retail,1.2,1,0,1,0
113.43,14,atm,3.4,0,0,0,0
68.81,12,grocery,7.0,2,0,1,0
44.63,20,restaurant,1.9,0,0,1,0
15.51,7,online_retail,37.5,2,1,1,0
139.29,17,fuel,10.3,3,0,1,0
154.35,7,grocery,18.4,2,0,0,0
76.94,13,online_retail,5.1,0,0,1,0
62.67,14,restaurant,3.8,3,0,1,0
13.33,14,grocery,3.4,1,0,1,0
17.57,17,grocery,12.7,1,0,1,0
208.56,13,grocery,16.6,5,0,0,0
16.45,8,fuel,3.5,1,0,0,0
36.06,22,atm,11.1,5,0,1,0
42.39,22,online_retail,8.5,1,0,1,0
35.23,18,fuel,2.1,1,0,1,0
35.51,16,atm,2.1,2,0,0,0
362.93,12,fuel,12.6,0,0,0,0
12.97,13,atm,5.8,1,0,1,0
18.61,10,grocery,8.2,4,0,1,0
395.97,20,atm,8.8,1,0,0,0
50.33,17,grocery,21.6,0,0,1,0
17.16,7,electronics,7.8,1,0,1,0
28.8,8,fuel,6.7,2,0,0,0
67.06,16,electronics,3.7,3,0,1,0
16.98,9,fuel,21.7,1,0,1,0
17.47,20,fuel,54.0,2,1,1,0
3.39,21,restaurant,1.7,2,0,1,0
224.99,22,travel,36.4,7,0,0,1
33.58,17,fuel,11.0,1,0,1,0
22.81,8,online_retail,3.8,2,0,1,0
14.3,15,atm,0.9,1,0,1,0
29.29,23,atm,257.3,9,1,0,0
27.45,15,restaurant,7.0,1,0,1,0
133.68,14,restaurant,2.8,1,1,0,0
94.63,13,atm,0.1,1,0,1,0
45.32,7,atm,3.4,1,0,1,0
125.38,18,restaurant,2.5,0,0,0,0
305.0,14,atm,22.7,2,0,1,0
47.04,18,grocery,9.1,3,0,1,0
255.89,13,grocery,8.3,2,0,1,0
29.07,18,grocery,10.0,4,0,1,0
20.22,10,online_retail,29.2,4,0,1,0
17.19,7,electronics,13.1,4,0,1,0
50.4,20,grocery,11.5,2,0,1,0
31.52,14,jewelry,0.3,1,0,1,0
90.2,12,grocery,6.4,2,0,0,0
259.71,1,travel,78.3,2,0,0,1
45.86,21,grocery,23.6,2,0,1,0
32.17,21,grocery,5.7,1,1,1,0
53.79,16,restaurant,16.4,1,0,0,0
49.33,18,grocery,5.1,0,0,1,0
46.02,15,online_retail,8.8,2,0,1,0
22.37,14,fuel,37.7,4,0,1,0
131.54,21,fuel,3.1,4,0,1,0
68.94,20,atm,13.0,2,0,1,0
49.97,20,online_retail,18.5,2,0,0,0
58.38,8,jewelry,8.6,0,0,1,0
21.01,10,grocery,7.1,2,0,1,0
47.34,22,grocery,17.1,4,0,1,0
6.28,13,restaurant,0.5,0,0,1,0
34.21,13,atm,6.5,3,0,0,0
38.26,9,online_retail,0.5,1,0,1,0
59.6,21,restaurant,23.6,2,0,0,0
84.8,17,grocery,6.8,2,0,1,0
77.86,14,atm,3.8,1,0,1,0
27.0,20,atm,1.2,0,0,1,0
82.25,14,grocery,3.0,2,0,1,0
28.4,8,grocery,4.6,1,0,0,0
50.54,10,fuel,16.8,2,0,1,0
40.61,20,grocery,7.5,0,0,0,0
71.68,9,online_retail,38.7,0,0,1,0
93.12,22,travel,7.0,1,0,0,0
25.47,19,grocery,1.9,0,0,1,0
16.49,10,online_retail,5.1,2,0,1,0
143.4,21,grocery,1.7,0,0,1,0
40.4,11,grocery,3.6,1,0,1,0
27.26,9,travel,6.8,0,0,1,0
22.2,14,restaurant,14.0,2,0,1,0
53.13,18,travel,18.6,0,0,1,0
21.85,21,grocery,5.0,2,0,0,0
42.73,15,atm,204.4,1,1,0,1
62.96,7,travel,13.1,1,0,1,0
51.9,9,online_retail,11.3,0,0,0,0
54.81,20,online_retail,12.3,1,0,1,0
19.39,14,online_retail,1.3,2,0,1,0
12.3,14,grocery,25.1,2,0,1,0
28.49,16,grocery,6.5,1,0,1,0
71.48,19,restaurant,0.8,3,0,1,0
73.28,11,atm,8.5,1,0,1,0
18.31,15,travel,1.4,1,0,1,0
88.3,14,atm,1.0,1,0,0,0
17.53,21,grocery,27.9,2,1,1,0
13.59,12,restaurant,4.5,2,0,1,0
15.28,12,fuel,2.4,2,0,0,0
157.96,17,fuel,17.5,0,0,0,0
30.75,20,restaurant,14.1,1,0,1,0
68.65,11,restaurant,4.2,1,0,1,0
46.26,16,fuel,8.6,0,0,1,0
62.61,12,grocery,5.3,0,0,1,0
17.1,9,electronics,18.5,2,0,1,0
5.08,17,restaurant,17.0,1,0,0,0
29.69,9,restaurant,18.4,1,0,1,0
27.79,12,grocery,1.5,1,0,1,0
113.22,12,online_retail,5.3,1,0,0,0
22.07,19,grocery,11.1,3,0,1,0
215.51,21,fuel,13.0,3,0,1,0
15.65,13,grocery,9.7,4,0,0,0
27.22,15,fuel,1.5,1,0,1,0
29.79,15,grocery,4.8,0,0,0,0
17.01,11,online_retail,23.7,0,0,0,0
20.28,14,fuel,1.0,1,0,0,0
3488.8,15,electronics,486.2,5,0,0,0
109.76,22,travel,4.6,1,0,1,0
42.51,19,electronics,7.4,0,0,1,0
6.5,19,grocery,4.7,1,0,1,0
15.23,8,atm,10.5,3,0,0,0
102.41,12,fuel,2.7,2,0,0,0
15.83,21,fuel,5.5,1,0,0,0
14.59,14,restaurant,5.0,1,0,1,0
20.06,8,electronics,0.3,0,0,0,0
24.44,11,grocery,2.9,6,0,0,0
39.36,15,grocery,20.7,1,0,0,0
39.28,20,restaurant,18.0,1,0,1,0
65.06,9,grocery,0.8,2,0,1,0
20.49,13,grocery,4.6,3,0,0,0
56.41,18,restaurant,1.7,1,1,1,0
4.32,14,grocery,8.7,0,0,0,0
36.14,22,grocery,17.1,0,0,1,0
16.95,18,restaurant,5.8,1,0,0,0
5.53,13,fuel,12.0,1,0,0,0
27.54,17,grocery,14.8,0,0,0,0
53.78,21,electronics,5.5,0,0,1,0
21.14,13,fuel,4.3,0,0,1,0
91.85,18,restaurant,0.1,3,0,1,0
144.81,14,travel,5.7,3,0,1,0
